gene,logFC,AveExpr,P.Value,adj.P.Val,B
S100a8,-3.714481199068032,2.2243931329492885,2.052405358272281e-08,9.76348151816406e-07,0.0
Tektip1,-1.8188586964477753,2.5472570208686296,2.081260790573552e-08,9.86576448959159e-07,0.0
Arhgap20,4.6903599196634,2.5663299994011886,2.116235471374035e-08,9.99623198890235e-07,0.0
Col5a2,5.447118397120036,4.649417150794478,2.1275438408764942e-08,1.00143861843362e-06,0.0
Drp2,4.387853333619668,2.794974064278002,2.192647056025675e-08,1.0039030804295027e-06,0.0
Cyp27a1,2.7427038829524437,1.7197584305833944,2.1693684308235658e-08,1.0039030804295027e-06,0.0
Pip5k1b,-2.6412687678559608,1.9106109916897642,2.152909201854943e-08,1.0039030804295027e-06,0.0
Arhgef39,5.520258651083708,3.6268156094125903,2.1827594345670835e-08,1.0039030804295027e-06,0.0
Abcb1b,4.3364859333092936,2.438813282187924,2.1669956467377415e-08,1.0039030804295027e-06,0.0
Psd2,5.876150610221073,3.213762497547034,2.1886649326168846e-08,1.0039030804295027e-06,0.0
Trim46,-3.187402889877502,3.571346998801019,2.1904693047191648e-08,1.0039030804295027e-06,0.0
Slc5a1,-4.553030048988482,3.2418192118298452,2.1758743699661176e-08,1.0039030804295027e-06,0.0
Rasa3,5.367281081630733,4.406477846033343,2.238101359225603e-08,1.0212289025173968e-06,0.0
6430548M08Rik,-2.943573365689865,3.465544909048034,2.2750843859135413e-08,1.0345849843061069e-06,0.0
Vsnl1,4.7018886683464824,2.4232543423174495,2.284251076234899e-08,1.035244195530107e-06,0.0
Chid1,-0.9738536796493404,4.848069465453036,2.3119815243707038e-08,1.0442839107553196e-06,0.0
Lag3,4.746558086038068,3.5591117270730854,2.355329721062637e-08,1.0602935640287004e-06,0.0
Rflnb,2.7614500746900603,6.292084527212513,2.3901866946396888e-08,1.072386438414429e-06,0.0
Ankrd34a,1.1248461857509484,0.6623104327541575,2.4188200243518295e-08,1.081615687555993e-06,0.0
C530050E15Rik,2.8008249507146203,1.4328562918382575,2.5130913075444226e-08,1.1200372056713764e-06,0.0
Apbb1ip,2.4696124692314934,1.348100464304979,2.563558928950861e-08,1.1372026846441075e-06,0.0
Pltp,6.056056149683432,4.584649885516332,2.572924016102339e-08,1.1372026846441075e-06,0.0
Speer4e1,3.9715597566274976,2.0378094344607973,2.5770377646799004e-08,1.1372026846441075e-06,0.0
Crispld1,3.767424647289074,2.211850543676572,2.6105132597494937e-08,1.1461734033083508e-06,0.0
Id4,5.591018070236448,3.80845246285773,2.6144544272259064e-08,1.1461734033083508e-06,0.0
Osr1,4.39267095682413,2.600370700808388,2.635837816186499e-08,1.1517838535551101e-06,0.0
Gm3470,1.6808610907982406,0.952768376506589,2.7507697469240947e-08,1.1981031219151537e-06,0.0
Ctse,-3.0617856410436826,1.799521348832564,2.8896669422681757e-08,1.2504800655008897e-06,0.0
Ugt1a6b,4.650752091548064,2.4840803119748296,2.8827981894110366e-08,1.2504800655008897e-06,0.0
Axl,6.517812724552249,5.195258026603617,2.931226851286678e-08,1.2643861160775172e-06,0.0
Meg3,3.296347076413072,2.5081797504451724,2.952782682644683e-08,1.2696019130666161e-06,0.0
Abcb8,-1.2706473930178954,4.488574950199023,2.9984093301803675e-08,1.2851009956667614e-06,0.0
Atxn1,2.962758333707412,5.662217508593074,3.0345271801742825e-08,1.2964389210840128e-06,0.0
Krt17,7.480973635500709,7.180978586297826,3.185215974429592e-08,1.3522048195244612e-06,0.0
Slc17a7,2.0968211061977886,1.5213437613824026,3.175693023634651e-08,1.3522048195244612e-06,0.0
P3h1,2.9003681734190967,4.377994939777547,3.239802539655141e-08,1.369138658820049e-06,0.0
Spon2,7.241591391428979,4.90555123850282,3.255722938230307e-08,1.369138658820049e-06,0.0
BC021767,-4.296679768281516,3.240106294023715,3.2504760727559905e-08,1.369138658820049e-06,0.0
Gng2,2.4034176111521712,1.5179627132431046,3.3223945680128506e-08,1.3928100978091372e-06,0.0
Slc43a1,3.3343916977928,2.0281259797048974,3.3433025206234567e-08,1.3972088259864072e-06,0.0
Prdm5,3.0375100744206436,1.7896792272900053,3.483024939471619e-08,1.4510801106525394e-06,0.0
Ephb2,3.8413894820243604,2.2934545288344226,3.495783206045092e-08,1.4518864306221336e-06,0.0
Phyhip,4.81179772614486,2.632663437080634,3.5506315301164e-08,1.4701148758182562e-06,0.0
Cracr2b,-2.9266475639808323,5.238703194699182,3.673232455310927e-08,1.5161973350152641e-06,0.0
Ikzf1,-3.003312549344643,2.5630544753996336,3.7184966382069836e-08,1.5301727730535793e-06,0.0
2610528J11Rik,-3.0117941682546006,1.977233689473854,3.730184383720465e-08,1.5302881806608575e-06,0.0
Fitm2,-1.7898094336675219,3.1712545395539755,3.819086440854069e-08,1.56198306719687e-06,0.0
Vwa2,4.421870221133615,2.8208033787287277,3.875934011224667e-08,1.5804150383154684e-06,0.0
Gpr153,4.408047463436928,3.384624579205765,3.9995789519760955e-08,1.6258894436593733e-06,0.0
Galm,-1.8438966897808502,2.9340210112704277,4.069153952472803e-08,1.6442078395308028e-06,0.0
Pcdh18,5.3218436378457366,4.2521170577801275,4.060569157210275e-08,1.6442078395308028e-06,0.0
4931440P22Rik,1.813866028790875,1.6359214062107759,4.09458373584761e-08,1.6495147392311018e-06,0.0
Unc79,3.5756989183856955,1.849440956788681,4.151493586008935e-08,1.6674337262368224e-06,0.0
Copz1,-1.4647271239671262,5.27264831597939,4.1825297595168644e-08,1.6748846783259325e-06,0.0
Vash1,2.3468693834885896,3.994076606830903,4.212857905147728e-08,1.6770174717375895e-06,0.0
Serpina3n,6.440103390493846,6.638914325999209,4.2022975294768366e-08,1.6770174717375895e-06,0.0
Gmfg-ps,-2.0866590496993105,1.4003349575742812,4.2698073921511293e-08,1.6946587622990354e-06,0.0
Oat,2.42907959284329,6.819395522426643,4.3816048448150186e-08,1.733900560271194e-06,0.0
Adam12,4.115951019007496,2.989625904461061,4.404409810914948e-08,1.7377987533360008e-06,0.0
Serpina3g,4.046299621446098,2.9681906448854947,4.47826337000596e-08,1.7617566894026379e-06,0.0
Filip1,4.41626639291052,2.507769823806017,4.505473388088949e-08,1.767278523427288e-06,0.0
Kcnk4,1.1634286771645161,0.7232920018033541,4.530486161303598e-08,1.7719088004048914e-06,0.0
Gfus,-1.324712180846391,4.747794310272293,4.562989501172485e-08,1.7794332604136303e-06,0.0
Nt5e,5.093001886387631,4.327875578676895,4.591711203165032e-08,1.785443646100258e-06,0.0
Gpc6,5.783855593587088,3.899872665834541,4.624474152707234e-08,1.7929861490915476e-06,0.0
Ap1m2,-2.059167028644329,5.473738006195586,4.6521645014305884e-08,1.7985241148902403e-06,0.0
Pcdhb6,2.2041677361937273,1.363033373642656,4.678304370683086e-08,1.8034325612848737e-06,0.0
Igfbp2,8.186569215221217,5.32230199148271,4.777227467700826e-08,1.8362895839314208e-06,0.0
Ppp1r3d,2.526088562014695,1.392375871660158,4.843729731960122e-08,1.8565324101212866e-06,0.0
Ism1,5.164005253595933,3.831474616220054,4.8960989123733366e-08,1.8712583165096385e-06,0.0
Aebp1,5.7436250358799334,5.002466877786352,4.922164980886682e-08,1.8758762278009897e-06,0.0
Svip,-2.5483498252819556,1.8351769535738702,4.9464034127043073e-08,1.8797734215702063e-06,0.0
Ephb1,4.721807061850219,2.5436479414043336,4.9754601262805504e-08,1.8854745083065985e-06,0.0
Actg2,7.885838253247675,4.719370615465301,5.027107201959154e-08,1.899680087726255e-06,0.0
Gucy1b1,4.865055372665239,3.0469397688327606,5.084127509856756e-08,1.9158306332788873e-06,0.0
Nebl,4.9396823483335455,3.0175993619697814,5.130397033904827e-08,1.9206884235234373e-06,0.0
Prdx3,-1.613261460490457,5.392462817217957,5.139971256391458e-08,1.9206884235234373e-06,0.0
Akap6,1.7783305221634098,1.0898070161832794,5.133714959050073e-08,1.9206884235234373e-06,0.0
Spcs2-ps,-1.367973211097913,4.189340087373085,5.265083297574205e-08,1.961974789915499e-06,0.0
Crlf1,4.191969658597779,2.7055801917941604,5.3604080231996276e-08,1.986460597547597e-06,0.0
Serpina3f,4.261867445129863,3.1106190683856734,5.354068510020166e-08,1.986460597547597e-06,0.0
Lamb1,3.095522048331735,7.699884928930331,5.408736870776874e-08,1.998848625935861e-06,0.0
Ajm1,2.4360125008427156,1.7702512915336974,5.461475254374438e-08,2.0115142219722405e-06,0.0
Dact3,5.482404340490874,3.1610564511342574,5.472998069473483e-08,2.0115142219722405e-06,0.0
Cspg4,3.7102077383220924,2.2124660897355946,5.538768221421243e-08,2.0301250188624584e-06,0.0
Asb2,5.752032298402896,3.0421783182021063,5.60451606877873e-08,2.048626241489555e-06,0.0
Tdrp,2.703185357811609,2.3666214365940097,5.724404098039342e-08,2.0867630699782005e-06,0.0
Hs6st2,4.853561825881285,2.5277989995092254,5.902582652554706e-08,2.145884723144211e-06,0.0
Ccnjl,2.6700350100915404,2.828114257144304,5.9205797146641804e-08,2.146610185735675e-06,0.0
Serpina3h,5.833036590764388,5.27462781884156,5.963193886597617e-08,2.150436720126533e-06,0.0
Prrg3,2.248504640948475,1.3772366040567163,5.949981773606664e-08,2.150436720126533e-06,0.0
Mto1,-0.7298008206775273,3.210761241410484,6.25586338952363e-08,2.2499304925056163e-06,0.0
Fbxo27,1.933696845833786,1.1965722157436447,6.525192390352644e-08,2.340520211673281e-06,0.0
Gm9758,3.885680474635835,2.004550225176962,6.556318190297363e-08,2.3454135606090435e-06,0.0
Lgals1,5.531289577725799,5.4031552425891975,6.583117221535346e-08,2.3483081156993086e-06,0.0
Pde3a,2.210220924757848,1.3597417378472363,6.599419751163916e-08,2.3483081156993086e-06,0.0
Mapt,4.358236497211459,2.8441725829360287,6.628597443313181e-08,2.3509827143542734e-06,0.0
Cytip,-4.506770564596125,4.216026974280943,6.641986200076553e-08,2.3509827143542734e-06,0.0
Prkcq,3.097796738552653,1.951894020921583,6.729974752237672e-08,2.375858192138641e-06,0.0
Scube3,5.372759795169525,3.4563086663056057,6.765326141452137e-08,2.382069558729145e-06,0.0
Ptprm,4.491046929687944,3.798091946266313,6.986839393855112e-08,2.4536243578158726e-06,0.0
Sema4d,-2.871098769836858,4.221033184622194,7.096714187151747e-08,2.4857028934893127e-06,0.0
Gpc3,3.147127575205572,2.0218087723191216,7.245896733536643e-08,2.531346476051929e-06,0.0
Rap2a,0.8843872322268487,5.241547192692761,7.300663142912437e-08,2.5438544431732554e-06,0.0
Dpy19l1,2.0168170676231587,4.374066045517201,7.460541709352884e-08,2.586128347053461e-06,0.0
Cldn8,-5.129901906588617,3.7553664445259396,7.441807419142662e-08,2.586128347053461e-06,0.0
Nudt11,2.0236993512334736,1.3201218767416638,7.50032306477037e-08,2.5932173689148073e-06,0.0
Aplp1,1.522138037300485,4.299068562131729,7.650355613934403e-08,2.638291016990489e-06,0.0
Ucp1,1.589110098366121,1.195454233269474,7.705164159025613e-08,2.6503789023930406e-06,0.0
Col4a1,6.1100113561988545,8.408808600724841,7.811681863301506e-08,2.678253030745693e-06,0.0
Pax8,1.9408114414416784,1.0138020373534873,7.826128871057112e-08,2.678253030745693e-06,0.0
Lrig3,2.9814203339294587,3.8370694221667097,8.08012587391713e-08,2.758139658997412e-06,0.0
Vgll3,4.832687209981759,2.636125860816561,8.192739846827594e-08,2.7894823615531007e-06,0.0
Slc12a4,4.259221090066266,4.286981742865996,8.285767337154746e-08,2.814014400707112e-06,0.0
Abhd11os,-2.0603316067261113,1.7655783949310202,8.450933150589967e-08,2.8551881241668413e-06,0.0
Naaladl2,-1.5498841550870721,3.1112719408973075,8.461273046287524e-08,2.8551881241668413e-06,0.0
Sptb,-2.8397147862489582,4.032252868859344,8.470852578594132e-08,2.8551881241668413e-06,0.0
Tmprss6,-4.729227298100589,3.209331778546771,8.536417188635249e-08,2.8700761049007983e-06,0.0
Npr1,4.311725475048077,4.455642123360936,8.69898408599172e-08,2.917421787839473e-06,0.0
Cgn,-4.846410499284081,4.627379620046278,8.830562427606152e-08,2.954164463000911e-06,0.0
Padi3,3.9741355135546392,2.38265669824191,9.151499959205205e-08,3.031293134635502e-06,0.0
Slc39a10,2.1040654981507583,5.4286920090560065,9.12179807470538e-08,3.031293134635502e-06,0.0
Mfsd12,-1.8365532804825766,3.1033082353055286,9.12252470114608e-08,3.031293134635502e-06,0.0
Has2,5.313852505701849,3.474566587252921,9.135011338114166e-08,3.031293134635502e-06,0.0
Col15a1,2.347635387096331,3.63168608862793,9.175157604071997e-08,3.0316438241040847e-06,0.0
Cacna1g,5.2733768220325175,3.0211059061052197,9.446189894431685e-08,3.1135291752776675e-06,0.0
Cdh11,3.4136694306492608,2.063117537993984,9.760590684235243e-08,3.2092726477699944e-06,0.0
Prxl2a,-2.6805206470973677,3.7238802611491404,9.860699488595587e-08,3.2342612136799463e-06,0.0
Ccdc187,4.772298680537385,2.5352189791439317,9.907922396263899e-08,3.2418238767287857e-06,0.0
Myo5c,-4.777928930059453,4.000996736325773,9.975084341109486e-08,3.2558578208268553e-06,0.0
Sema6a,3.6497015948427753,3.890770432795263,1.0239225050013438e-07,3.333961263250735e-06,0.0
Pdzk1ip1,-2.8178306630395804,1.6535962626185456,1.0267099250562683e-07,3.334942771096813e-06,0.0
Icam5,2.054294716194735,1.411449475066554,1.0304268357196958e-07,3.33893140125114e-06,0.0
Mir99ahg,1.6755547303934815,1.092026128156383,1.0428562607651882e-07,3.3710642742566264e-06,0.0
Snhg18,3.3659735330879124,2.116628932199565,1.047433692318059e-07,3.377721870780471e-06,0.0
Maf,3.4662871041229932,2.4209805729487024,1.052236267472828e-07,3.3850718292920834e-06,0.0
Epas1,3.324719463499669,7.801100895269634,1.0681317519382547e-07,3.427987428768346e-06,0.0
Ugt1a6a,4.1917096859652565,2.312646593224675,1.0732386590924401e-07,3.4361567092422635e-06,0.0
Fam210b,-2.3647805382861984,6.021017960301857,1.0759321432817828e-07,3.43657850050598e-06,0.0
Neu1,-1.1496204061474993,5.365371797655332,1.0918660275117786e-07,3.4791883038172234e-06,0.0
Asic4,1.5034683724917468,0.85521676987957,1.1138302695756715e-07,3.5407661294686336e-06,0.0
1700024F20Rik,2.160540398654758,1.7549764487708985,1.1239022768156283e-07,3.5643378353384524e-06,0.0
Dkk3,4.605468954091348,5.128612886982459,1.1376891905757897e-07,3.599552002729769e-06,0.0
1500009L16Rik,2.1855899062228294,1.1036238511246732,1.1561349714263489e-07,3.649306033337523e-06,0.0
Ormdl2,-2.538298995576076,2.7661505497788377,1.1715189326336533e-07,3.6652188930718092e-06,0.0
Tpst1,4.750881762949999,3.903640175800309,1.164622610958997e-07,3.6652188930718092e-06,0.0
Iqcn,3.219405838125997,2.0687351850457336,1.1721050355033965e-07,3.6652188930718092e-06,0.0
Ctsd,-1.3721071879560824,8.989506020722112,1.1678376279058682e-07,3.6652188930718092e-06,0.0
Elovl7,-3.529179556787236,3.840362122830264,1.1759373882479766e-07,3.6659812307450134e-06,0.0
Vash2,3.5652548188826882,2.4634679709244414,1.1778143201275443e-07,3.6659812307450134e-06,0.0
Cacnb4,5.018239913801337,3.50651426269142,1.2072512907975322e-07,3.7489064967705777e-06,0.0
B630019K06Rik,2.672000889033468,1.9471645451026192,1.2194594710261036e-07,3.778071317278332e-06,0.0
Ssx2ip,-1.3407720212842795,4.561991742822884,1.2341336917607336e-07,3.814724302988534e-06,0.0
Asxl3,3.0693260743489916,1.6397470115658894,1.2589642605632268e-07,3.882530012748434e-06,0.0
Acss1,-4.388664633683751,3.7768169450242834,1.2751472454876935e-07,3.914439427509704e-06,0.0
Slc39a11,-2.702923214856723,4.336976365754837,1.2735990574447282e-07,3.914439427509704e-06,0.0
Fbxl21,1.0783274986619305,0.727218067590917,1.2927047816484858e-07,3.950258461461148e-06,0.0
Asap1,1.900464322400226,5.04177079282224,1.2904499229255806e-07,3.950258461461148e-06,0.0
Mal2,-4.71030590077778,3.874057639577488,1.325069610448736e-07,4.021676204563302e-06,0.0
Mmp17,2.7734644504477153,2.839071545375759,1.3244417611924603e-07,4.021676204563302e-06,0.0
Arhgef9,4.219607477262621,2.756463380395856,1.3294877359382333e-07,4.02597697011544e-06,0.0
Uap1l1,-1.6433705074231129,4.1729594675808075,1.3368081126029655e-07,4.034181422299372e-06,0.0
Insl6,-1.645686253892757,1.38220981076791,1.3382115042290127e-07,4.034181422299372e-06,0.0
Ufc1,-1.4008853724733035,4.507351534952783,1.3651959735158887e-07,4.106301341864495e-06,0.0
Gm15787,1.377160343557418,1.292091791396472,1.3718253361891873e-07,4.10856545609036e-06,0.0
Dnah8,1.9179499336192758,1.0084291983290539,1.374700032588397e-07,4.10856545609036e-06,0.0
Car9,4.382295925619671,3.0002836150103973,1.37513670502018e-07,4.10856545609036e-06,0.0
Clu,-3.311775846573492,8.587490587135823,1.3954538703122867e-07,4.160003037830961e-06,0.0
Srpx,2.7027096455389827,1.6862193309802027,1.4024337455516506e-07,4.171540730947981e-06,0.0
Fbln7,4.5079341508067845,2.7483182619088153,1.4233301004856783e-07,4.224330375667118e-06,0.0
Scnn1b,-4.620759632849021,3.5210040042985047,1.4314746799019063e-07,4.239124245228272e-06,0.0
Tecr,-0.5758101824267969,6.545500800749912,1.436744405256354e-07,4.245358193064755e-06,0.0
Sema6d,5.420068831451526,4.541851536745496,1.4441306393033975e-07,4.257804950825292e-06,0.0
9330154J02Rik,2.0650762327769527,1.477187173388815,1.4499885776983524e-07,4.2657010460139035e-06,0.0
Flrt1,1.249190824360632,0.8038324631799932,1.4745552149094133e-07,4.300251784349952e-06,0.0
Lcat,1.7127000817775904,1.0119832087229128,1.4694601165767583e-07,4.300251784349952e-06,0.0
Dipk2a,3.395800711675946,4.929508269291191,1.4675241763065618e-07,4.300251784349952e-06,0.0
Egr4,4.449300081964038,3.0196340452568946,1.4799990875713524e-07,4.306765240730952e-06,0.0
Shpk,-1.3067652389078763,2.2321149692206776,1.486807409941333e-07,4.317212425186793e-06,0.0
Snx24,2.191225624197283,1.3612723489986107,1.493148975537596e-07,4.326262096509039e-06,0.0
Nrg2,5.153845210794484,2.808526357842732,1.5057399088272758e-07,4.353340706232307e-06,0.0
Phospho1,1.2180631723928235,0.680035492028122,1.5374921050516823e-07,4.428779854153593e-06,0.0
Cth,2.4738725618648694,2.8946562675989185,1.5417370047631218e-07,4.428779854153593e-06,0.0
Abcd2,3.240762394333498,1.6935091367555268,1.5413326912582798e-07,4.428779854153593e-06,0.0
Ank2,4.175292055394975,2.6801101071355258,1.5464058130834872e-07,4.432699568913457e-06,0.0
Jam3,1.7937751385609317,1.7413434031939616,1.584911550418284e-07,4.529590054558492e-06,0.0
Nectin3,4.340336098334994,3.603544627831196,1.5869603620145295e-07,4.529590054558492e-06,0.0
Scamp5,-2.6690206867607977,1.8308760211104946,1.596460152520856e-07,4.5470303494835e-06,0.0
Tmem278,4.4423467207500025,2.4307018305216164,1.600061836664076e-07,4.547633376874699e-06,0.0
B3gnt9,1.1305578827765344,0.8371096289426104,1.6337059955134943e-07,4.628120755818476e-06,0.0
Ppfia1,-1.083475281800534,6.81585241644727,1.6352808335877432e-07,4.628120755818476e-06,0.0
Prnp,3.3941356917848564,5.922050689526858,1.6440927753590102e-07,4.643264122408657e-06,0.0
Rnf5,-1.7121161798481768,4.166918819837654,1.6586935548425602e-07,4.674658411389274e-06,0.0
Pgap2,-1.0305367011191295,4.20430668751139,1.6855751123150537e-07,4.74045914710827e-06,0.0
Kcnj2,3.774304928232743,3.0006318807239487,1.7366933933214455e-07,4.874004575608199e-06,0.0
Gne,-2.1510461802997063,4.986538625888144,1.7522929142650484e-07,4.907517629408272e-06,0.0
Prox1,-2.2880097896985743,2.0050577784122114,1.7914132857155674e-07,5.00437460573411e-06,0.0
Adamts20,4.289364865327865,2.247676526423695,1.7943378198718648e-07,5.00437460573411e-06,0.0
Gask1b,2.9292764394178423,2.3642844836781527,1.817177783225751e-07,5.057560158085778e-06,0.0
Slc35f1,2.788834149113056,1.96510375485612,1.8227639252363932e-07,5.06260415259756e-06,0.0
4930503L19Rik,2.7110892060486753,2.1209991743427925,1.8723148583939637e-07,5.178784293887633e-06,0.0
Cpne8,4.7153163574195105,4.746166797031607,1.8717457009653455e-07,5.178784293887633e-06,0.0
Cacng7,2.371341986880821,1.195204862918157,1.8876783396652464e-07,5.1998367405768545e-06,0.0
Ciao2a,-2.079450345906566,3.721929426428844,1.8869746792651287e-07,5.1998367405768545e-06,0.0
Pygo1,2.401174738223018,1.5349142015947856,1.9201153908643586e-07,5.267555821767969e-06,0.0
Neu2,-1.383728286079239,0.7728418013160939,1.9502442348300083e-07,5.339291104131543e-06,0.0
Hunk,4.911103882528021,3.814441440323915,1.9822140189186628e-07,5.412401050192101e-06,0.0
Magi2,2.448863056812194,1.671132644403541,1.9850177537789892e-07,5.412401050192101e-06,0.0
Brinp3,3.443945491383835,1.7807982970645944,1.9893790110518515e-07,5.413289945894643e-06,0.0
Degs1,1.3492246030769062,6.574852273719084,2.0047488958300782e-07,5.44407012906083e-06,0.0
Col23a1,4.808910958891281,2.8820092309591807,2.025452087416651e-07,5.489179748019065e-06,0.0
